%
% Comments go after a '%' sign.
%
%
% Relation: 18F0269
%
%
% Attributes: 8     Instances: 8820
%
%

@relation 18F0269

@attribute 'command' numeric
@attribute 'extradata' numeric
@attribute 'requirement' numeric
@attribute 'frame_window_start' numeric
@attribute 'frame_window_end' numeric
@attribute 'starting_frame' numeric
@attribute 'move' numeric
@attribute 'option' {'auto','manual'}

@data
960,22,1278,1,32767,1,32769,'manual'
32,22,1280,1,32767,1,32769,'manual'
32768,2,0,35,32767,35,32770,'manual'
0,10,40,1,1,1,338,'auto'
0,10,0,19,19,19,337,'auto'
32768,2,0,0,0,0,32770,'manual'
2,22,1270,1,32767,1,32769,'manual'
4,22,1272,1,32767,1,32769,'manual'
8,22,1274,1,32767,1,32769,'manual'
16,22,1276,1,32767,1,32769,'manual'
960,22,1278,1,32767,1,32769,'manual'
32,22,1280,1,32767,1,32769,'manual'
32768,2,0,32,32767,32,32770,'manual'
32768,18,0,0,0,0,339,'manual'
0,42,0,14,14,14,340,'auto'
32768,2,0,0,0,0,32770,'manual'
2,22,1270,1,32767,1,32769,'manual'
4,22,1272,1,32767,1,32769,'manual'
8,22,1274,1,32767,1,32769,'manual'
16,22,1276,1,32767,1,32769,'manual'
960,22,1278,1,32767,1,32769,'manual'
32,22,1280,1,32767,1,32769,'manual'
32768,2,0,35,32767,35,32770,'manual'
0,43,32,1,1,1,354,'auto'
0,2,34,1,1,1,32787,'auto'
0,2,36,1,1,1,323,'auto'
0,2,38,1,1,1,327,'auto'
32768,2,0,40,32767,40,32770,'manual'
0,34,32,1,1,1,353,'auto'
0,2,34,1,1,1,32787,'auto'
0,2,36,1,1,1,323,'auto'
0,2,38,1,1,1,327,'auto'
32768,2,0,40,32767,40,32770,'manual'
14,0,0,25,25,25,32770,'manual'
32768,2,0,34,32767,34,32769,'manual'
0,10,0,25,25,25,346,'auto'
32768,2,0,40,32767,40,32769,'manual'
0,34,32,1,1,1,351,'auto'
0,10,0,25,25,25,346,'auto'
32768,2,0,40,32767,40,32769,'manual'
32768,2,0,32,32767,32,32770,'manual'
0,10,0,3,3,3,348,'auto'
32768,0,0,0,0,0,32769,'manual'
0,10,0,30,30,30,349,'auto'
32768,0,0,50,32767,50,32769,'manual'
32768,0,0,50,32767,50,32769,'manual'
0,34,34,1,1,1,352,'auto'
0,34,280,1,1,1,352,'auto'
0,34,282,1,1,1,352,'auto'
0,2,280,27,27,27,114,'auto'
0,2,282,27,27,27,116,'auto'
32768,2,0,0,0,0,113,'manual'
0,10,0,5,5,5,149,'auto'
32768,2,0,30,32767,30,32769,'manual'
8,0,466,20,32767,20,32784,'manual'
2,0,466,20,32767,20,32785,'manual'
4,0,466,20,32767,20,32783,'manual'
2,22,1270,11,32767,11,32769,'manual'
4,22,1272,11,32767,11,32769,'manual'
8,22,1274,11,32767,11,32769,'manual'
16,22,1276,11,32767,11,32769,'manual'
960,22,1278,11,32767,11,32769,'manual'
32,22,1280,11,32767,11,32769,'manual'
32768,2,0,34,32767,34,32769,'manual'
8,0,466,10,32767,10,32784,'manual'
2,0,466,10,32767,10,32785,'manual'
4,0,466,10,32767,10,32783,'manual'
2,22,1270,11,32767,11,32769,'manual'
4,22,1272,11,32767,11,32769,'manual'
8,22,1274,11,32767,11,32769,'manual'
16,22,1276,11,32767,11,32769,'manual'
960,22,1278,11,32767,11,32769,'manual'
32,22,1280,11,32767,11,32769,'manual'
32768,2,0,34,32767,34,32769,'manual'
8,0,466,20,32767,20,32784,'manual'
2,0,466,20,32767,20,32785,'manual'
4,0,466,20,32767,20,32783,'manual'
2,22,1270,11,32767,11,32769,'manual'
4,22,1272,11,32767,11,32769,'manual'
8,22,1274,11,32767,11,32769,'manual'
16,22,1276,11,32767,11,32769,'manual'
960,22,1278,11,32767,11,32769,'manual'
32,22,1280,11,32767,11,32769,'manual'
32768,2,0,34,32767,34,32769,'manual'
0,44,32,1,1,1,356,'auto'
8,0,466,15,32767,15,32784,'manual'
2,0,466,15,32767,15,32785,'manual'
4,0,466,15,32767,15,32783,'manual'
2,22,1270,15,32767,15,32769,'manual'
4,22,1272,15,32767,15,32769,'manual'
8,22,1274,15,32767,15,32769,'manual'
16,22,1276,15,32767,15,32769,'manual'
960,22,1278,15,32767,15,32769,'manual'
32,22,1280,15,32767,15,32769,'manual'
32768,2,0,28,32767,28,32769,'manual'
8,0,466,15,32767,15,32784,'manual'
2,0,466,15,32767,15,32785,'manual'
4,0,466,15,32767,15,32783,'manual'
2,22,1270,15,32767,15,32769,'manual'
4,22,1272,15,32767,15,32769,'manual'
8,22,1274,15,32767,15,32769,'manual'
16,22,1276,15,32767,15,32769,'manual'
960,22,1278,15,32767,15,32769,'manual'
32,22,1280,15,32767,15,32769,'manual'
32768,2,0,28,32767,28,32769,'manual'
0,44,34,1,1,1,358,'auto'
8,0,466,20,32767,20,32784,'manual'
2,0,466,20,32767,20,32785,'manual'
4,0,466,20,32767,20,32783,'manual'
2,22,1270,11,32767,11,32769,'manual'
4,22,1272,11,32767,11,32769,'manual'
8,22,1274,11,32767,11,32769,'manual'
16,22,1276,11,32767,11,32769,'manual'
960,22,1278,11,32767,11,32769,'manual'
32,22,1280,11,32767,11,32769,'manual'
32768,2,0,28,32767,28,32769,'manual'
8,0,466,20,32767,20,32784,'manual'
2,0,466,20,32767,20,32785,'manual'
4,0,466,20,32767,20,32783,'manual'
2,22,1270,11,32767,11,32769,'manual'
4,22,1272,11,32767,11,32769,'manual'
8,22,1274,11,32767,11,32769,'manual'
16,22,1276,11,32767,11,32769,'manual'
960,22,1278,11,32767,11,32769,'manual'
32,22,1280,11,32767,11,32769,'manual'
32768,2,0,28,32767,28,32769,'manual'
0,33,0,19,19,19,360,'auto'
32768,2,0,0,0,0,32770,'manual'
2,22,1270,1,32767,1,32769,'manual'
4,22,1272,1,32767,1,32769,'manual'
8,22,1274,1,32767,1,32769,'manual'
16,22,1276,1,32767,1,32769,'manual'
960,22,1278,1,32767,1,32769,'manual'
32,22,1280,1,32767,1,32769,'manual'
32768,2,0,32,32767,32,32770,'manual'
0,33,0,19,19,19,362,'auto'
32768,2,0,0,0,0,32770,'manual'
2,22,1270,1,32767,1,32769,'manual'
4,22,1272,1,32767,1,32769,'manual'
8,22,1274,1,32767,1,32769,'manual'
16,22,1276,1,32767,1,32769,'manual'
960,22,1278,1,32767,1,32769,'manual'
32,22,1280,1,32767,1,32769,'manual'
32768,2,0,32,32767,32,32770,'manual'
0,2,1078,1,32767,1,2158,'auto'
0,2,1083,1,32767,1,2159,'auto'
0,0,1371,1,1,1,759,'auto'
32768,5,0,0,0,0,373,'manual'
0,2,1078,1,32767,1,2158,'auto'
0,2,1083,1,32767,1,2159,'auto'
0,0,1371,1,1,1,760,'auto'
32768,0,0,0,0,0,372,'manual'
0,2,1078,1,32767,1,2158,'auto'
0,2,1083,1,32767,1,2159,'auto'
0,0,1371,1,1,1,758,'auto'
32768,0,0,0,0,0,372,'manual'
0,2,1078,1,32767,1,2158,'auto'
0,2,1083,1,32767,1,2159,'auto'
0,0,1371,1,1,1,758,'auto'
32768,5,0,0,0,0,372,'manual'
0,0,1371,1,1,1,758,'auto'
32768,0,0,0,0,0,373,'manual'
0,0,0,36,32767,45,32771,'auto'
0,40,0,1,5,1,368,'auto'
32768,0,0,0,0,0,32772,'manual'
0,40,0,1,2,1,369,'auto'
32768,0,0,0,0,0,32769,'manual'
0,40,0,1,5,1,370,'auto'
32768,0,0,0,0,0,32769,'manual'
0,0,1371,1,1,1,756,'auto'
0,22,1373,1,1,1,32769,'auto'
32768,39,0,0,0,0,372,'manual'
32768,0,0,0,0,0,372,'manual'
0,0,1371,1,1,1,757,'auto'
0,22,1373,1,1,1,32769,'auto'
32768,0,0,0,0,0,374,'manual'
32768,0,0,0,0,0,374,'manual'
32768,0,0,0,0,0,376,'manual'
32768,0,0,0,0,0,377,'manual'
32768,45,0,0,0,0,378,'manual'
0,0,1377,220,220,220,402,'auto'
0,0,1379,220,220,220,399,'auto'
0,0,1381,220,220,220,395,'auto'
0,0,1383,220,220,220,405,'auto'
0,0,1385,220,220,220,390,'auto'
0,0,1387,220,220,220,388,'auto'
0,0,1389,220,220,220,393,'auto'
0,0,1391,220,220,220,383,'auto'
0,0,1393,220,220,220,389,'auto'
0,0,1395,220,220,220,396,'auto'
0,0,1397,220,220,220,382,'auto'
0,0,1399,220,220,220,392,'auto'
0,0,1401,220,220,220,381,'auto'
0,0,1403,220,220,220,387,'auto'
0,0,1405,220,220,220,403,'auto'
0,0,1407,220,220,220,400,'auto'
0,0,1409,220,220,220,384,'auto'
0,0,1411,220,220,220,404,'auto'
0,0,1413,220,220,220,397,'auto'
0,0,1415,220,220,220,379,'auto'
0,0,1417,220,220,220,391,'auto'
0,0,1419,220,220,220,398,'auto'
0,0,1421,220,220,220,386,'auto'
0,0,1423,220,220,220,380,'auto'
0,0,1425,220,220,220,401,'auto'
0,0,1427,220,220,220,385,'auto'
0,0,1429,220,220,220,394,'auto'
0,0,1431,220,220,220,394,'auto'
0,0,1433,220,220,220,406,'auto'
0,0,1435,220,220,220,407,'auto'
0,0,1437,220,220,220,408,'auto'
0,0,1439,220,220,220,409,'auto'
0,0,1441,220,220,220,410,'auto'
0,0,1443,220,220,220,411,'auto'
0,0,1445,220,220,220,412,'auto'
0,0,1447,220,220,220,413,'auto'
0,0,1449,220,220,220,414,'auto'
0,0,1451,220,220,220,415,'auto'
0,0,1453,220,220,220,416,'auto'
0,0,1455,220,220,220,417,'auto'
0,0,1457,220,220,220,418,'auto'
0,0,1459,220,220,220,419,'auto'
0,0,1461,220,220,220,420,'auto'
0,0,1463,220,220,220,421,'auto'
0,0,1465,220,220,220,422,'auto'
0,0,1467,220,220,220,423,'auto'
0,0,1469,220,220,220,424,'auto'
0,0,1471,220,220,220,425,'auto'
0,0,1473,220,220,220,426,'auto'
0,0,1475,220,220,220,427,'auto'
0,0,1477,220,220,220,428,'auto'
0,0,1479,220,220,220,429,'auto'
32768,0,0,0,0,0,566,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,431,'manual'
32768,0,0,0,0,0,432,'manual'
32768,45,0,0,0,0,433,'manual'
0,0,1377,220,220,220,457,'auto'
0,0,1379,220,220,220,454,'auto'
0,0,1381,220,220,220,450,'auto'
0,0,1383,220,220,220,460,'auto'
0,0,1385,220,220,220,445,'auto'
0,0,1387,220,220,220,443,'auto'
0,0,1389,220,220,220,448,'auto'
0,0,1391,220,220,220,438,'auto'
0,0,1393,220,220,220,444,'auto'
0,0,1395,220,220,220,451,'auto'
0,0,1397,220,220,220,437,'auto'
0,0,1399,220,220,220,447,'auto'
0,0,1401,220,220,220,436,'auto'
0,0,1403,220,220,220,442,'auto'
0,0,1405,220,220,220,458,'auto'
0,0,1407,220,220,220,455,'auto'
0,0,1409,220,220,220,439,'auto'
0,0,1411,220,220,220,459,'auto'
0,0,1413,220,220,220,452,'auto'
0,0,1415,220,220,220,434,'auto'
0,0,1417,220,220,220,446,'auto'
0,0,1419,220,220,220,453,'auto'
0,0,1421,220,220,220,441,'auto'
0,0,1423,220,220,220,435,'auto'
0,0,1425,220,220,220,456,'auto'
0,0,1427,220,220,220,440,'auto'
0,0,1429,220,220,220,449,'auto'
0,0,1431,220,220,220,449,'auto'
0,0,1433,220,220,220,461,'auto'
0,0,1435,220,220,220,462,'auto'
0,0,1437,220,220,220,463,'auto'
0,0,1439,220,220,220,464,'auto'
0,0,1441,220,220,220,465,'auto'
0,0,1443,220,220,220,466,'auto'
0,0,1445,220,220,220,467,'auto'
0,0,1447,220,220,220,468,'auto'
0,0,1449,220,220,220,469,'auto'
0,0,1451,220,220,220,470,'auto'
0,0,1453,220,220,220,471,'auto'
0,0,1455,220,220,220,472,'auto'
0,0,1457,220,220,220,473,'auto'
0,0,1459,220,220,220,474,'auto'
0,0,1461,220,220,220,475,'auto'
0,0,1463,220,220,220,476,'auto'
0,0,1465,220,220,220,477,'auto'
0,0,1467,220,220,220,478,'auto'
0,0,1469,220,220,220,479,'auto'
0,0,1471,220,220,220,480,'auto'
0,0,1473,220,220,220,481,'auto'
0,0,1475,220,220,220,482,'auto'
0,0,1477,220,220,220,483,'auto'
0,0,1479,220,220,220,484,'auto'
32768,0,0,0,0,0,566,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,32769,'manual'
32768,0,0,0,0,0,486,'manual'
32768,0,0,0,0,0,486,'manual'
32768,0,0,0,0,0,488,'manual'
32768,0,0,0,0,0,488,'manual'
32768,0,0,0,0,0,490,'manual'
32768,0,0,0,0,0,490,'manual'
32768,0,0,0,0,0,492,'manual'
32768,0,0,0,0,0,492,'manual'
32,21,0,1,4,1,1469,'manual'
256,10,0,1,4,1,59,'manual'
0,13,0,13,13,13,494,'auto'
32768,0,0,50,32767,50,32769,'manual'
0,22,1481,1,32767,1,32769,'auto'
0,22,1485,1,32767,1,32769,'auto'
32768,0,0,55,32767,55,32769,'manual'
32768,0,0,40,32767,40,32772,'manual'
32768,0,0,40,32767,40,32772,'manual'
32768,0,0,40,32767,40,32772,'manual'
32768,5,0,0,0,0,32777,'manual'
0,22,1179,1,2,1,32769,'auto'
0,22,1186,1,2,1,32769,'auto'
0,22,1193,1,2,1,32769,'auto'
32768,0,0,32,32767,32,32770,'manual'
0,22,1179,1,2,1,32769,'auto'
0,22,1186,1,2,1,32769,'auto'
0,22,1193,1,2,1,32769,'auto'
32768,0,0,28,32767,28,32769,'manual'
4611686022722355200,0,0,1,32767,1,565,'manual'
4611686027017322496,0,0,1,32767,1,502,'manual'
4611686069966995456,0,0,1,32767,1,32769,'manual'
4611686052787126272,0,0,1,32767,1,501,'manual'
32768,0,0,0,0,0,501,'manual'
4611686022722355200,0,0,1,32767,1,501,'manual'
4611686027017322496,0,0,1,32767,1,503,'manual'
4611686052787126272,0,0,1,32767,1,502,'manual'
32768,0,0,0,0,0,502,'manual'
4611686022722355200,0,0,1,32767,1,502,'manual'
4611686027017322496,0,0,1,32767,1,504,'manual'
4611686052787126272,0,0,1,32767,1,503,'manual'
32768,0,0,0,0,0,503,'manual'
4611686022722355200,0,0,1,32767,1,503,'manual'
4611686027017322496,0,0,1,32767,1,505,'manual'
4611686052787126272,0,0,1,32767,1,504,'manual'
32768,0,0,0,0,0,504,'manual'
4611686022722355200,0,0,1,32767,1,504,'manual'
4611686027017322496,0,0,1,32767,1,506,'manual'
4611686052787126272,0,0,1,32767,1,505,'manual'
32768,0,0,0,0,0,505,'manual'
4611686022722355200,0,0,1,32767,1,505,'manual'
4611686027017322496,0,0,1,32767,1,507,'manual'
4611686052787126272,0,0,1,32767,1,506,'manual'
32768,0,0,0,0,0,506,'manual'
4611686022722355200,0,0,1,32767,1,506,'manual'
4611686027017322496,0,0,1,32767,1,508,'manual'
4611686052787126272,0,0,1,32767,1,507,'manual'
32768,0,0,0,0,0,507,'manual'
4611686022722355200,0,0,1,32767,1,507,'manual'
4611686027017322496,0,0,1,32767,1,509,'manual'
4611686052787126272,0,0,1,32767,1,508,'manual'
32768,0,0,0,0,0,508,'manual'
4611686022722355200,0,0,1,32767,1,508,'manual'
4611686027017322496,0,0,1,32767,1,510,'manual'
4611686052787126272,0,0,1,32767,1,509,'manual'
32768,0,0,0,0,0,509,'manual'
4611686022722355200,0,0,1,32767,1,509,'manual'
4611686027017322496,0,0,1,32767,1,511,'manual'
4611686052787126272,0,0,1,32767,1,510,'manual'
32768,0,0,0,0,0,510,'manual'
4611686022722355200,0,0,1,32767,1,510,'manual'
4611686027017322496,0,0,1,32767,1,512,'manual'
4611686052787126272,0,0,1,32767,1,511,'manual'
32768,0,0,0,0,0,511,'manual'
4611686022722355200,0,0,1,32767,1,511,'manual'
4611686027017322496,0,0,1,32767,1,513,'manual'
4611686052787126272,0,0,1,32767,1,512,'manual'
32768,0,0,0,0,0,512,'manual'
4611686022722355200,0,0,1,32767,1,512,'manual'
4611686027017322496,0,0,1,32767,1,514,'manual'
4611686052787126272,0,0,1,32767,1,513,'manual'
32768,0,0,0,0,0,513,'manual'
4611686022722355200,0,0,1,32767,1,513,'manual'
4611686027017322496,0,0,1,32767,1,515,'manual'
4611686052787126272,0,0,1,32767,1,514,'manual'
32768,0,0,0,0,0,514,'manual'
4611686022722355200,0,0,1,32767,1,514,'manual'
4611686027017322496,0,0,1,32767,1,516,'manual'
4611686052787126272,0,0,1,32767,1,515,'manual'
32768,0,0,0,0,0,515,'manual'
4611686022722355200,0,0,1,32767,1,515,'manual'
4611686027017322496,0,0,1,32767,1,517,'manual'
4611686052787126272,0,0,1,32767,1,516,'manual'
32768,0,0,0,0,0,516,'manual'
4611686022722355200,0,0,1,32767,1,516,'manual'
4611686027017322496,0,0,1,32767,1,518,'manual'
4611686052787126272,0,0,1,32767,1,517,'manual'
32768,0,0,0,0,0,517,'manual'
4611686022722355200,0,0,1,32767,1,517,'manual'
4611686027017322496,0,0,1,32767,1,519,'manual'
4611686052787126272,0,0,1,32767,1,518,'manual'
32768,0,0,0,0,0,518,'manual'
4611686022722355200,0,0,1,32767,1,518,'manual'
4611686027017322496,0,0,1,32767,1,520,'manual'
4611686052787126272,0,0,1,32767,1,519,'manual'
32768,0,0,0,0,0,519,'manual'
4611686022722355200,0,0,1,32767,1,519,'manual'
4611686027017322496,0,0,1,32767,1,521,'manual'
4611686052787126272,0,0,1,32767,1,520,'manual'
32768,0,0,0,0,0,520,'manual'
4611686022722355200,0,0,1,32767,1,520,'manual'
4611686027017322496,0,0,1,32767,1,522,'manual'
4611686052787126272,0,0,1,32767,1,521,'manual'
32768,0,0,0,0,0,521,'manual'
4611686022722355200,0,0,1,32767,1,521,'manual'
4611686027017322496,0,0,1,32767,1,523,'manual'
4611686052787126272,0,0,1,32767,1,522,'manual'
32768,0,0,0,0,0,522,'manual'
4611686022722355200,0,0,1,32767,1,522,'manual'
4611686027017322496,0,0,1,32767,1,524,'manual'
4611686052787126272,0,0,1,32767,1,523,'manual'
32768,0,0,0,0,0,523,'manual'
4611686022722355200,0,0,1,32767,1,523,'manual'
4611686027017322496,0,0,1,32767,1,525,'manual'
4611686052787126272,0,0,1,32767,1,524,'manual'
32768,0,0,0,0,0,524,'manual'
4611686022722355200,0,0,1,32767,1,524,'manual'
4611686027017322496,0,0,1,32767,1,526,'manual'
4611686052787126272,0,0,1,32767,1,525,'manual'
32768,0,0,0,0,0,525,'manual'
4611686022722355200,0,0,1,32767,1,525,'manual'
4611686027017322496,0,0,1,32767,1,527,'manual'
4611686052787126272,0,0,1,32767,1,526,'manual'
32768,0,0,0,0,0,526,'manual'
4611686022722355200,0,0,1,32767,1,526,'manual'
4611686027017322496,0,0,1,32767,1,528,'manual'
4611686052787126272,0,0,1,32767,1,527,'manual'
32768,0,0,0,0,0,527,'manual'
4611686022722355200,0,0,1,32767,1,527,'manual'
4611686027017322496,0,0,1,32767,1,529,'manual'
4611686052787126272,0,0,1,32767,1,528,'manual'
32768,0,0,0,0,0,528,'manual'
4611686022722355200,0,0,1,32767,1,528,'manual'
4611686027017322496,0,0,1,32767,1,530,'manual'
4611686052787126272,0,0,1,32767,1,529,'manual'
32768,0,0,0,0,0,529,'manual'
4611686022722355200,0,0,1,32767,1,529,'manual'
4611686027017322496,0,0,1,32767,1,531,'manual'
4611686052787126272,0,0,1,32767,1,530,'manual'
32768,0,0,0,0,0,530,'manual'
4611686022722355200,0,0,1,32767,1,530,'manual'
4611686027017322496,0,0,1,32767,1,532,'manual'
4611686052787126272,0,0,1,32767,1,531,'manual'
32768,0,0,0,0,0,531,'manual'
4611686022722355200,0,0,1,32767,1,531,'manual'
4611686027017322496,0,0,1,32767,1,533,'manual'
4611686052787126272,0,0,1,32767,1,532,'manual'
32768,0,0,0,0,0,532,'manual'
4611686022722355200,0,0,1,32767,1,532,'manual'
4611686027017322496,0,0,1,32767,1,534,'manual'
4611686052787126272,0,0,1,32767,1,533,'manual'
32768,0,0,0,0,0,533,'manual'
4611686022722355200,0,0,1,32767,1,533,'manual'
4611686027017322496,0,0,1,32767,1,535,'manual'
4611686052787126272,0,0,1,32767,1,534,'manual'
32768,0,0,0,0,0,534,'manual'
4611686022722355200,0,0,1,32767,1,534,'manual'
4611686027017322496,0,0,1,32767,1,536,'manual'
4611686052787126272,0,0,1,32767,1,535,'manual'
32768,0,0,0,0,0,535,'manual'
4611686022722355200,0,0,1,32767,1,535,'manual'
4611686027017322496,0,0,1,32767,1,537,'manual'
4611686052787126272,0,0,1,32767,1,536,'manual'
32768,0,0,0,0,0,536,'manual'
4611686022722355200,0,0,1,32767,1,536,'manual'
4611686027017322496,0,0,1,32767,1,538,'manual'
4611686052787126272,0,0,1,32767,1,537,'manual'
32768,0,0,0,0,0,537,'manual'
4611686022722355200,0,0,1,32767,1,537,'manual'
4611686027017322496,0,0,1,32767,1,539,'manual'
4611686052787126272,0,0,1,32767,1,538,'manual'
32768,0,0,0,0,0,538,'manual'
4611686022722355200,0,0,1,32767,1,538,'manual'
4611686027017322496,0,0,1,32767,1,540,'manual'
4611686052787126272,0,0,1,32767,1,539,'manual'
32768,0,0,0,0,0,539,'manual'
4611686022722355200,0,0,1,32767,1,539,'manual'
4611686027017322496,0,0,1,32767,1,541,'manual'
4611686052787126272,0,0,1,32767,1,540,'manual'
32768,0,0,0,0,0,540,'manual'
4611686022722355200,0,0,1,32767,1,540,'manual'
4611686027017322496,0,0,1,32767,1,542,'manual'
4611686052787126272,0,0,1,32767,1,541,'manual'
32768,0,0,0,0,0,541,'manual'
4611686022722355200,0,0,1,32767,1,541,'manual'
4611686027017322496,0,0,1,32767,1,543,'manual'
4611686052787126272,0,0,1,32767,1,542,'manual'
32768,0,0,0,0,0,542,'manual'
4611686022722355200,0,0,1,32767,1,542,'manual'
4611686027017322496,0,0,1,32767,1,544,'manual'
4611686052787126272,0,0,1,32767,1,543,'manual'
32768,0,0,0,0,0,543,'manual'
4611686022722355200,0,0,1,32767,1,543,'manual'
4611686027017322496,0,0,1,32767,1,545,'manual'
4611686052787126272,0,0,1,32767,1,544,'manual'
32768,0,0,0,0,0,544,'manual'
4611686022722355200,0,0,1,32767,1,544,'manual'
4611686027017322496,0,0,1,32767,1,546,'manual'
4611686052787126272,0,0,1,32767,1,545,'manual'
32768,0,0,0,0,0,545,'manual'
4611686022722355200,0,0,1,32767,1,545,'manual'
4611686027017322496,0,0,1,32767,1,547,'manual'
4611686052787126272,0,0,1,32767,1,546,'manual'
32768,0,0,0,0,0,546,'manual'
4611686022722355200,0,0,1,32767,1,546,'manual'
4611686027017322496,0,0,1,32767,1,548,'manual'
4611686052787126272,0,0,1,32767,1,547,'manual'
32768,0,0,0,0,0,547,'manual'
4611686022722355200,0,0,1,32767,1,547,'manual'
4611686027017322496,0,0,1,32767,1,549,'manual'
4611686052787126272,0,0,1,32767,1,548,'manual'
32768,0,0,0,0,0,548,'manual'
4611686022722355200,0,0,1,32767,1,548,'manual'
4611686027017322496,0,0,1,32767,1,550,'manual'
4611686052787126272,0,0,1,32767,1,549,'manual'
32768,0,0,0,0,0,549,'manual'
4611686022722355200,0,0,1,32767,1,549,'manual'
4611686027017322496,0,0,1,32767,1,551,'manual'
4611686052787126272,0,0,1,32767,1,550,'manual'
32768,0,0,0,0,0,550,'manual'
4611686022722355200,0,0,1,32767,1,550,'manual'
4611686027017322496,0,0,1,32767,1,552,'manual'
4611686052787126272,0,0,1,32767,1,551,'manual'
32768,0,0,0,0,0,551,'manual'
4611686022722355200,0,0,1,32767,1,551,'manual'
4611686027017322496,0,0,1,32767,1,553,'manual'
4611686052787126272,0,0,1,32767,1,552,'manual'
32768,0,0,0,0,0,552,'manual'
